Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: Stage1+BigSF 91 v350 HWG.ptm - Realtime: Stage1+BigSF 91 v350 HWG.ptm]
7.403,18.75,-4.69,14.57,off,off,-3.82,14.28,0.62,on,14.25,180,1.000,1.05,0.00,0.00,1.0,1,17.00,2.27,86,127,16.04,73.03,1.70,10.83,177,1529,102.38,16.1,0.00,0
7.463,18.75,-4.69,14.47,off,off,-3.55,14.28,0.63,on,14.25,180,1.000,1.41,0.00,0.00,1.0,0,17.00,2.34,86,127,17.12,73.64,1.74,11.10,177,1593,102.78,16.5,0.00,0
7.523,17.97,-4.69,14.31,off,off,-3.45,14.28,0.65,on,14.25,180,1.000,1.76,0.00,0.00,1.0,0,16.00,2.47,86,127,18.01,73.77,1.72,11.20,177,1655,100.99,16.5,0.00,0
7.587,17.97,-4.69,14.23,off,off,-3.41,14.28,0.65,on,14.25,180,1.000,1.76,0.00,0.00,1.0,1,18.00,2.53,86,126,18.86,73.82,1.74,11.24,177,1726,99.55,16.5,0.00,0
7.645,17.19,-4.69,14.14,off,off,-3.48,14.28,0.65,on,14.25,180,1.000,1.76,0.00,0.00,1.0,1,18.50,2.64,86,126,19.22,73.83,1.72,11.17,177,1768,98.70,16.5,0.00,0
7.714,17.19,-4.69,14.10,off,off,-3.55,14.27,0.65,on,14.25,180,1.000,1.76,0.00,0.00,1.0,0,18.00,2.67,84,126,19.65,73.76,1.76,11.10,177,1812,97.81,16.5,0.00,0
7.784,16.41,-4.69,13.99,off,off,-3.41,14.34,0.65,on,14.64,181,1.000,1.76,0.00,0.00,1.0,1,19.00,2.34,84,126,19.90,73.88,1.76,11.23,177,1831,96.33,16.5,0.00,0
7.867,14.84,-4.69,13.87,off,off,-3.44,14.42,0.65,on,14.64,181,1.000,1.76,0.00,0.00,1.0,1,19.00,2.35,84,126,19.86,73.86,1.72,11.21,177,1836,95.89,16.5,0.00,0
7.913,14.06,-4.69,13.81,off,off,-3.34,14.48,0.65,on,14.64,181,1.000,1.76,0.00,0.00,1.0,1,20.00,2.35,84,126,19.80,73.94,1.74,11.31,177,1832,95.24,16.5,0.00,0
7.980,13.28,-4.69,13.68,off,off,-3.25,14.54,0.65,on,14.64,181,1.000,1.76,0.00,0.00,1.0,1,20.00,2.34,84,126,19.74,74.01,1.74,11.40,177,1821,95.47,16.5,0.00,0
8.048,11.72,-4.69,13.63,off,off,-3.20,14.60,0.65,on,14.64,181,1.000,1.76,0.00,0.00,1.0,1,20.00,2.31,84,126,19.56,74.02,1.72,11.45,177,1802,94.75,16.5,0.00,0
8.103,11.72,-4.69,13.54,off,off,-3.11,14.66,0.65,on,14.64,181,1.000,1.76,0.00,0.00,1.0,1,19.50,2.29,84,126,19.32,74.05,1.74,11.54,177,1779,94.88,16.1,0.00,0
8.167,10.16,-4.69,13.49,off,off,-3.03,14.79,0.65,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,19.50,2.25,84,126,19.08,74.11,1.74,11.62,177,1753,95.06,16.1,0.00,0
8.226,9.38,-4.69,13.43,off,off,-2.99,14.79,0.65,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,20.00,2.23,84,126,18.88,74.21,1.68,11.66,177,1728,95.21,16.5,0.00,0
8.285,8.59,-4.69,13.38,off,off,-2.95,14.79,0.65,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,19.50,2.18,84,126,18.63,74.27,1.70,11.70,177,1699,95.81,16.5,0.00,0
8.355,7.81,-4.69,13.35,off,off,-2.91,14.79,0.66,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,19.00,2.13,84,126,18.41,74.36,1.70,11.74,177,1667,95.79,16.1,0.00,0
8.436,7.81,-4.69,13.35,off,off,-2.97,14.79,0.66,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,18.50,2.12,84,126,18.38,74.37,1.70,11.68,177,1654,95.68,16.1,0.00,0
8.492,7.03,-4.69,13.38,off,off,-2.90,14.79,0.66,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,18.50,2.15,84,126,18.89,74.42,1.70,11.75,177,1690,95.99,16.1,0.00,0
8.551,7.03,-4.69,13.38,off,off,-2.98,14.79,0.66,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,18.50,2.20,84,126,19.69,74.16,1.74,11.67,177,1762,95.93,16.5,0.00,0
8.606,6.25,-4.69,13.42,off,off,-3.09,14.79,0.66,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,18.50,2.35,84,126,20.73,74.16,1.74,11.56,177,1857,94.34,16.5,0.00,0
8.663,2.34,-4.69,13.43,off,off,-3.32,14.78,0.66,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,18.50,2.41,84,126,21.17,74.01,1.74,11.33,177,1912,92.45,16.1,0.00,0
8.727,2.34,-4.69,13.46,off,off,-3.43,14.78,0.66,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,20.00,2.47,84,126,21.28,73.93,1.74,11.22,177,1935,90.18,16.1,0.00,0
8.785,1.56,-4.69,13.52,off,off,-3.32,14.78,0.65,on,14.76,181,1.000,1.76,0.00,0.00,1.0,1,20.00,2.48,84,126,21.17,74.03,1.74,11.32,177,1941,87.81,16.1,0.00,0
8.855,1.56,-4.69,13.63,off,off,-3.46,14.78,0.63,on,14.76,181,1.000,1.41,0.00,0.00,1.0,1,22.00,2.50,84,126,21.09,73.92,1.74,11.19,177,1968,86.50,16.1,0.00,0
8.924,1.56,-4.69,13.75,off,off,-3.55,14.78,0.62,on,14.76,181,1.000,1.41,0.00,0.00,1.0,1,22.00,2.15,84,126,21.40,74.04,1.72,11.10,177,2022,85.74,16.1,0.00,0
9.006,1.56,-4.69,13.86,off,off,-3.74,14.78,0.62,on,14.76,181,1.000,1.41,0.00,0.00,1.0,1,23.00,2.23,84,127,21.76,74.47,1.76,10.91,177,2089,74.75,14.6,0.00,0
9.061,1.56,-4.69,13.92,off,off,-4.13,14.78,0.59,on,14.76,181,1.000,1.05,0.00,0.00,1.0,1,25.00,2.27,84,127,21.42,74.68,1.68,10.52,177,2144,52.99,13.0,0.00,0
9.117,0.78,-4.69,13.95,off,off,-5.03,14.76,0.53,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,18.00,2.31,84,127,19.46,74.32,1.38,9.62,177,2164,30.33,9.4,0.00,0
9.174,0.78,-4.69,13.92,off,off,-6.50,14.77,0.44,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,16.50,2.29,84,127,15.45,73.21,1.16,8.15,177,2149,19.62,7.9,0.00,0
9.254,0.00,-4.69,13.89,off,off,-7.97,14.78,0.35,on,14.82,181,1.000,0.00,0.00,0.00,1.0,1,16.50,1.80,84,127,12.34,71.48,1.12,6.68,177,2107,18.75,7.5,0.00,0
9.308,-0.78,-4.69,13.88,off,off,-9.11,14.79,0.31,on,14.82,181,1.000,0.00,0.00,0.00,1.0,1,16.50,1.35,84,127,10.86,71.36,1.14,5.54,177,2116,18.00,6.7,0.00,0
9.366,-0.78,-4.69,13.84,off,off,-9.72,14.79,0.27,on,14.82,181,1.000,0.00,0.00,0.00,1.0,1,16.50,1.37,84,127,9.73,71.77,1.08,4.93,177,2147,17.25,6.7,0.00,0
9.434,-1.56,-4.69,13.86,off,off,-10.38,14.78,0.23,on,14.93,181,1.000,0.00,0.00,0.00,1.0,1,17.00,1.39,84,127,8.63,72.17,1.08,4.27,177,2177,16.38,6.7,0.00,0
9.514,-1.56,-4.69,13.87,off,off,-10.88,14.77,0.21,on,14.99,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.94,84,126,7.97,72.60,1.06,3.76,177,2211,15.50,6.7,0.00,0
9.568,-2.34,-4.69,13.84,off,off,-11.22,14.77,0.19,on,15.05,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.95,84,126,7.45,72.81,1.08,3.43,177,2227,14.75,6.3,0.00,0
9.626,-3.12,-4.69,13.78,off,off,-11.33,14.77,0.18,on,15.05,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.95,84,126,6.98,72.85,1.08,3.32,177,2230,14.00,6.3,0.00,0
9.704,-3.12,-4.69,13.73,off,off,-11.51,14.77,0.17,on,15.05,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.95,84,126,6.51,72.76,1.08,3.14,177,2222,13.12,6.3,0.00,0
9.780,-3.91,-4.69,13.66,off,off,-11.64,14.77,0.17,on,15.05,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.94,84,126,6.13,72.45,1.08,3.01,177,2197,12.12,6.3,0.00,0
9.837,-4.69,-4.69,13.70,off,off,-11.72,14.78,0.16,on,15.05,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.93,84,126,5.91,72.16,1.08,2.93,177,2172,11.38,6.3,0.00,0
9.896,-4.69,-4.69,13.72,off,off,-11.74,14.67,0.16,on,14.99,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.92,84,126,5.70,71.85,1.06,2.91,177,2146,10.62,6.3,0.00,0
9.964,0.00,-4.69,13.82,off,off,-11.75,14.68,0.16,off,14.99,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.90,84,126,5.49,71.43,1.06,2.90,177,2110,9.75,5.9,0.00,0
10.031,0.00,-4.69,13.88,off,off,-11.75,14.68,0.14,off,14.99,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.90,84,126,5.39,71.33,1.04,2.90,177,2102,9.00,5.9,0.00,0
10.090,0.00,-4.69,13.91,off,off,-11.80,14.68,0.14,off,14.99,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.90,84,126,5.36,71.38,1.06,2.84,177,2106,10.00,5.9,0.00,0
10.147,0.00,-4.69,14.00,off,off,-11.82,14.68,0.14,off,14.93,181,1.000,0.00,0.00,0.00,1.0,1,17.00,0.91,84,126,5.40,71.69,1.02,2.83,177,2133,13.90,5.9,0.00,0
10.205,-3.12,-4.69,14.13,off,off,-11.81,14.68,0.14,on,14.93,181,1.000,0.00,0.00,0.00,1.0,1,18.50,0.92,84,126,5.47,71.88,1.08,2.84,177,2149,16.73,6.7,0.00,0
10.274,-2.34,-4.69,14.26,off,off,-11.73,14.68,0.16,on,14.93,181,1.000,0.00,0.00,0.00,1.0,1,20.00,0.91,84,126,5.55,71.77,1.10,2.92,178,2139,16.50,6.7,0.00,0
10.343,-2.34,-4.69,14.41,off,off,-11.71,14.68,0.16,on,14.93,181,1.000,0.00,0.00,0.00,1.0,1,20.50,0.91,84,126,5.55,71.55,1.12,2.94,178,2121,16.62,6.3,0.00,0
10.407,-1.56,-4.69,14.60,off,off,-11.65,14.69,0.16,on,14.93,181,1.000,0.00,0.00,0.00,1.0,1,22.00,0.89,84,126,5.48,71.13,1.08,2.99,178,2086,18.69,6.7,0.00,0
10.465,-1.56,-4.69,14.74,off,off,-11.56,14.69,0.16,on,14.93,181,1.000,0.00,0.00,0.00,1.0,1,22.50,0.88,84,126,5.56,70.81,1.08,3.08,178,2060,20.45,7.1,0.00,0
10.535,-0.78,-4.69,14.98,off,off,-11.46,14.70,0.17,on,14.99,181,1.000,0.00,0.00,0.00,1.0,1,24.00,0.87,84,126,5.76,70.50,1.16,3.19,178,2034,21.31,7.5,0.00,0
10.604,0.78,-4.69,15.17,off,off,-11.32,14.70,0.17,on,14.99,181,1.000,0.00,0.00,0.00,1.0,1,25.50,0.87,84,126,6.03,70.46,1.22,3.33,178,2033,22.25,7.5,0.00,0
10.672,0.78,-4.69,15.25,off,off,-11.20,14.70,0.18,on,14.99,181,1.000,0.00,0.00,0.00,1.0,1,26.00,0.87,84,126,6.36,70.56,1.22,3.45,178,2042,26.12,7.9,0.00,0
10.739,1.56,-4.69,15.35,off,off,-11.08,14.69,0.19,on,14.99,181,1.000,0.00,0.00,0.00,1.0,1,10.50,1.32,84,126,6.75,70.71,1.20,3.57,178,2055,30.10,8.7,0.00,0
10.786,1.56,-4.69,15.31,off,off,-10.88,14.70,0.21,on,14.99,181,1.000,0.00,0.00,0.00,1.0,1,11.00,1.31,84,126,7.17,70.45,1.30,3.77,178,2036,30.68,9.1,0.00,0
10.844,1.56,-4.69,15.32,off,off,-10.70,14.70,0.22,on,14.99,181,1.000,0.00,0.00,0.00,1.0,1,11.00,1.31,84,126,7.70,70.49,1.34,3.95,178,2040,31.25,9.1,0.00,0
10.903,1.56,-4.69,15.30,off,off,-10.53,14.70,0.23,on,14.87,181,1.000,0.00,0.00,0.00,1.0,1,11.00,1.31,84,126,8.16,70.54,1.34,4.12,178,2046,31.49,9.1,0.00,0
10.967,2.34,-4.69,15.29,off,off,-10.44,14.69,0.25,on,14.82,181,1.000,0.00,0.00,0.00,1.0,1,28.00,1.76,84,126,8.57,70.75,1.34,4.21,178,2063,31.55,9.1,0.00,0
11.025,2.34,-4.69,15.33,off,off,-10.34,14.69,0.25,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,28.00,1.77,84,126,8.88,70.98,1.36,4.31,178,2082,32.19,9.1,0.00,0
11.084,2.34,-4.69,15.27,off,off,-10.31,14.69,0.26,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,28.00,1.77,84,126,8.99,70.91,1.34,4.34,178,2077,31.96,9.1,0.00,0
11.154,3.12,-4.69,15.30,off,off,-10.23,14.70,0.26,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,27.50,1.73,84,126,8.88,70.32,1.32,4.41,178,2030,31.70,9.1,0.00,0
11.233,3.12,-4.69,15.29,off,off,-10.13,14.70,0.26,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,27.50,1.70,84,126,8.85,69.93,1.36,4.52,178,1986,32.41,9.1,0.00,0
11.277,3.12,-4.69,15.22,off,off,-10.05,14.70,0.27,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,26.50,1.69,84,126,9.00,69.94,1.32,4.60,178,1978,35.50,9.4,0.00,0
11.335,3.12,-4.69,15.13,off,off,-9.93,14.70,0.27,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,26.50,1.70,84,126,9.36,69.94,1.34,4.72,178,2002,35.86,9.4,0.00,0
11.404,3.12,-4.69,14.99,off,off,-9.83,14.70,0.28,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,26.50,1.73,84,126,9.86,70.36,1.38,4.82,178,2035,37.79,9.8,0.00,0
11.464,2.34,-4.69,14.79,off,off,-9.69,14.69,0.28,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,26.50,1.75,84,126,10.24,70.72,1.40,4.96,178,2064,38.17,9.8,0.00,0
11.527,2.34,-4.69,14.73,off,off,-9.59,14.69,0.30,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,26.00,1.78,84,126,10.45,70.92,1.42,5.06,178,2081,37.92,9.8,0.00,0
11.586,2.34,-4.69,14.62,off,off,-9.55,14.69,0.30,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,26.00,1.77,84,126,10.36,70.76,1.36,5.09,178,2068,34.80,9.8,0.00,0
11.644,1.56,-4.69,14.59,off,off,-9.51,14.70,0.30,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,26.00,1.75,84,126,10.07,70.35,1.36,5.13,178,2037,34.46,9.4,0.00,0
11.714,1.56,-4.69,14.50,off,off,-9.48,14.70,0.30,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,26.00,1.72,84,124,9.99,70.03,1.36,5.17,178,2012,37.30,9.8,0.00,0
11.781,0.78,-4.69,14.42,off,off,-9.33,14.70,0.30,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,26.00,1.72,84,124,10.29,70.22,1.38,5.32,178,2027,41.25,10.2,0.00,0
11.839,0.78,-4.69,14.37,off,off,-9.17,14.70,0.31,on,14.76,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.75,82,124,10.73,70.64,1.44,5.48,178,2060,41.56,9.8,0.00,0
11.906,0.00,-4.69,14.33,off,off,-9.09,14.69,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.77,82,124,11.06,71.03,1.42,5.56,178,2091,41.00,9.8,0.00,0
11.985,0.00,-4.69,14.27,off,off,-9.04,14.68,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.00,1.80,82,124,11.13,71.19,1.40,5.61,178,2103,39.14,9.8,0.00,0
12.057,-0.78,-4.69,14.29,off,off,-8.97,14.69,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.78,82,124,10.86,70.80,1.38,5.67,178,2073,35.46,9.4,0.00,0
12.117,-0.78,-4.69,14.30,off,off,-9.02,14.69,0.30,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.75,82,124,10.53,70.56,1.38,5.63,178,2054,35.81,9.4,0.00,0
12.174,-0.78,-4.69,14.26,off,off,-9.01,14.69,0.30,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,26.00,1.75,82,124,10.46,70.56,1.36,5.64,178,2054,38.36,9.4,0.00,0
12.244,-1.56,-4.69,14.24,off,off,-8.90,14.69,0.30,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.77,82,124,10.74,70.81,1.38,5.75,178,2074,41.26,9.8,0.00,0
12.304,-1.56,-4.69,14.22,off,off,-8.87,14.68,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.78,82,124,11.05,71.22,1.40,5.78,178,2106,40.76,10.2,0.00,0
12.364,-1.56,-4.69,14.19,off,off,-8.77,14.68,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.81,82,124,11.18,71.49,1.42,5.88,178,2125,40.45,9.8,0.00,0
12.427,-2.34,-4.69,14.22,off,off,-8.78,14.68,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.82,82,124,11.11,71.48,1.36,5.87,178,2125,41.30,9.8,0.00,0
12.486,-2.34,-4.69,14.24,off,off,-8.73,14.68,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.80,82,124,11.00,71.30,1.40,5.92,178,2110,41.54,9.8,0.00,0
12.555,-2.34,-4.69,14.27,off,off,-8.61,14.69,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.79,82,124,11.00,71.13,1.44,6.04,178,2094,46.67,10.2,0.00,0
12.624,-2.34,-4.69,14.30,off,off,-8.52,14.68,0.31,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.50,1.79,82,124,11.28,71.23,1.44,6.13,178,2101,51.24,10.2,0.00,0
12.689,-2.34,-4.69,14.31,off,off,-8.36,14.68,0.32,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,25.00,1.81,82,124,11.83,71.55,1.46,6.29,178,2121,59.58,11.4,0.00,0
12.747,-2.34,-4.69,14.35,off,off,-8.14,14.67,0.35,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,24.50,1.82,82,124,12.83,72.09,1.52,6.51,178,2156,68.81,12.2,0.00,0
12.804,-2.34,-4.69,14.41,off,off,-7.54,14.67,0.37,on,14.70,181,1.000,0.00,0.00,0.00,1.0,1,26.00,2.31,82,124,14.40,72.51,1.66,7.11,178,2174,78.88,14.2,0.00,0
12.884,-2.34,-4.69,14.50,off,off,-6.67,14.65,0.48,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,25.00,2.32,82,124,17.47,73.24,1.78,7.98,178,2182,92.51,16.1,0.00,0
12.960,-2.34,-4.69,14.54,off,off,-5.63,14.65,0.54,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,24.50,2.81,82,124,20.12,74.18,1.82,9.02,178,2198,92.97,16.5,0.00,0
13.017,-3.12,-4.69,14.55,off,off,-4.81,14.65,0.56,on,14.64,181,1.000,0.35,0.00,0.00,1.0,1,24.50,2.83,82,124,21.28,75.04,1.84,9.84,178,2224,91.51,16.5,0.00,0
13.075,-3.12,-4.69,14.43,off,off,-4.77,14.66,0.57,on,14.64,181,1.000,0.35,0.00,0.00,1.0,1,25.00,2.39,82,124,21.70,75.33,1.82,9.87,178,2246,91.26,16.9,0.00,0
13.144,-3.91,-4.69,14.38,off,off,-4.34,14.66,0.57,on,14.64,181,1.000,0.35,0.00,0.00,1.0,1,25.50,2.41,82,124,21.98,75.87,1.80,10.30,178,2275,91.21,16.9,0.00,0
13.204,-3.91,-4.69,14.46,off,off,-4.44,14.66,0.57,on,14.64,181,1.000,0.35,0.00,0.00,1.0,1,26.50,2.44,82,124,22.20,76.07,1.78,10.21,178,2299,89.11,16.9,0.00,0
13.267,-3.91,-4.69,14.58,off,off,-4.15,14.65,0.57,on,14.64,181,1.000,0.35,0.00,0.00,1.0,1,27.00,2.46,82,122,22.38,76.33,1.78,10.50,178,2318,88.29,16.9,0.00,0
13.326,-3.91,-4.69,14.69,off,off,-4.33,14.65,0.57,on,14.64,181,1.000,0.35,0.00,0.00,1.0,1,27.50,2.50,82,124,22.56,76.68,1.82,10.32,178,2353,84.26,16.5,0.00,0
13.395,-3.12,-4.69,14.78,off,off,-4.37,14.65,0.56,on,14.64,181,1.000,0.35,0.00,0.00,1.0,1,27.50,2.54,82,124,22.48,76.95,1.82,10.28,178,2380,82.35,16.1,0.00,0
13.485,-3.12,-4.69,14.76,off,off,-4.56,14.65,0.56,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,28.50,2.57,82,124,22.49,76.93,1.80,10.09,178,2416,81.61,16.1,0.00,0
13.540,-2.34,-4.69,14.72,off,off,-4.53,14.65,0.54,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,28.50,2.59,82,124,22.55,76.71,1.72,10.12,178,2437,81.18,16.1,0.00,0
13.607,-2.34,-4.69,14.67,off,off,-4.47,14.65,0.54,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,28.50,2.62,82,124,22.61,76.46,1.84,10.18,178,2462,81.46,16.1,0.00,0
13.665,-2.34,-4.69,14.60,off,off,-4.37,14.65,0.54,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,28.00,2.65,82,124,22.83,76.17,1.78,10.28,178,2496,85.54,16.5,0.00,0
13.735,-3.12,-4.69,14.56,off,off,-4.24,14.65,0.54,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,27.50,2.69,82,124,23.38,75.81,1.86,10.40,178,2534,81.54,16.9,0.00,0
13.824,-3.91,-4.69,14.51,off,off,-4.67,14.65,0.53,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,27.00,2.73,81,124,23.14,75.39,1.78,9.98,178,2569,56.15,15.4,0.00,0
13.880,-3.91,-4.69,14.47,off,off,-5.38,14.64,0.49,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,29.00,2.20,81,124,20.95,75.20,1.54,9.27,178,2580,26.15,10.6,0.00,0
13.937,-3.91,-4.69,14.48,off,off,-6.32,14.65,0.37,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,19.50,2.20,81,124,16.11,75.08,1.32,8.33,178,2568,19.50,8.7,0.00,0
13.995,-0.78,-4.69,14.52,off,off,-8.06,14.65,0.31,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,18.50,1.62,81,124,12.93,74.80,1.20,6.59,178,2525,18.75,8.3,0.00,0
14.075,-0.78,-4.69,14.55,off,off,-8.98,14.65,0.26,on,14.64,181,1.000,0.00,0.00,0.00,1.0,1,18.50,1.61,81,124,10.91,74.28,1.10,5.67,178,2512,17.88,7.9,0.00,0
14.128,-0.78,-4.69,14.59,off,off,-9.84,14.62,0.22,on,14.70,183,1.000,0.00,0.00,0.00,1.0,1,18.00,1.62,81,124,9.57,73.94,1.06,4.81,178,2527,17.12,7.1,0.00,0
14.184,-0.78,-4.69,14.61,off,off,-10.52,14.62,0.19,on,14.82,183,1.000,0.00,0.00,0.00,1.0,1,18.00,1.08,81,124,8.37,73.54,0.98,4.13,178,2538,16.38,7.1,0.00,0
14.244,-0.78,-4.69,14.62,off,off,-11.01,14.62,0.17,on,14.87,183,1.000,0.00,0.00,0.00,1.0,1,17.50,1.09,81,124,7.44,73.00,0.98,3.64,178,2558,15.62,7.1,0.00,0
14.304,-0.78,-4.69,14.62,off,off,-11.39,14.62,0.16,on,14.87,183,1.000,0.00,0.00,0.00,1.0,1,17.50,1.09,81,124,6.80,72.58,0.96,3.26,178,2571,14.88,7.1,0.00,0
14.373,-0.78,-4.69,14.58,off,off,-11.62,14.62,0.14,on,14.87,183,1.000,0.00,0.00,0.00,1.0,1,17.50,1.10,81,124,6.34,72.37,1.00,3.03,178,2571,14.12,7.1,0.00,0
14.430,-0.78,-4.69,14.59,off,off,-11.76,14.62,0.13,on,14.87,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.10,81,124,5.99,72.51,1.04,2.89,178,2556,13.38,7.1,0.00,0
14.487,-0.78,-4.69,14.62,off,off,-11.82,14.62,0.13,on,14.87,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.08,81,124,5.74,72.94,1.04,2.82,178,2528,12.62,6.7,0.00,0
14.545,-0.78,-4.69,14.66,off,off,-11.86,14.62,0.13,on,14.87,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.08,81,124,5.58,73.25,1.06,2.79,178,2507,11.88,6.7,0.00,0
14.615,0.00,-4.69,14.75,off,off,-11.89,14.62,0.13,on,14.87,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.06,81,124,5.40,73.55,0.90,2.76,178,2487,11.00,6.7,0.00,0
14.697,0.00,-4.69,14.98,off,off,-11.89,14.62,0.12,on,14.87,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.06,81,124,5.23,73.80,0.98,2.76,178,2470,10.12,6.7,0.00,0
14.761,0.00,-4.69,15.16,off,off,-11.88,14.62,0.12,on,14.99,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.05,81,122,5.10,74.01,0.90,2.77,178,2457,9.38,6.7,0.00,0
14.805,0.00,-4.69,15.32,off,off,-11.87,14.62,0.12,off,14.99,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.04,81,122,4.96,74.44,1.00,2.77,178,2428,8.62,6.7,0.00,0
14.874,0.00,-4.69,15.53,off,off,-11.82,14.62,0.12,off,14.99,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.03,82,122,4.80,74.77,0.90,2.83,178,2406,7.75,6.7,0.00,0
14.948,0.00,-4.69,15.74,off,off,-11.87,14.63,0.12,off,14.99,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.02,82,122,4.66,74.73,0.90,2.78,178,2389,7.00,6.3,0.00,0
15.022,0.00,-4.69,16.00,off,off,-11.85,14.63,0.10,off,14.99,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.02,82,122,4.52,74.55,0.98,2.80,178,2374,6.12,6.3,0.00,0
15.065,0.00,-4.69,16.29,off,off,-11.80,14.63,0.10,off,14.99,183,1.000,0.00,0.00,0.00,1.0,1,17.00,1.01,82,122,4.41,74.41,1.00,2.84,178,2362,5.38,6.3,0.00,0
